	h	20284	0	0


	h	20511	0	0
开始	s	20738	2	1
结束	p	20738	3	227
	h	21193	0	0
	h	21420	0	0
	h	21647	2	0
	h	21875	2	0
	h	22102	1	0
	h	22329	1	0
	p	22556	3	227
	h	23011	2	0
	h	23238	2	0
	h	23465	0	0
	h	23693	0	0
	h	23920	3	0
	h	24147	3	0
开始	s	24375	0	1
结束	p	24375	1	227
	h	24829	2	0
	h	25056	2	0
	h	25284	1	0
	h	25511	1	0
	h	25738	3	0
	h	25965	3	0
	p	26193	3	227
	h	26647	1	0
	h	26875	1	0
	h	27102	0	0
	h	27329	0	0
	h	27556	2	0
	h	27784	2	0
	p	28011	2	227
	p	28465	0	228
	p	28465	3	228
	h	28920	0	0
	h	28920	3	0
	h	29261	3	0
	h	29375	2	0
	h	29602	1	0
	p	29829	0	227
	h	30284	2	0
	h	30284	3	0
	h	30511	2	0
	h	30511	3	0
	h	30738	0	0
	h	30738	1	0
	h	30965	0	0
	h	30965	1	0
	h	31193	2	0
	h	31193	3	0
	h	31420	2	0
	h	31420	3	0
	p	31647	2	228
	p	31647	3	228
	s	32102	0	1
	s	32556	0	1
开始	p	32784	3	113
持续	s	32897	3	-1
持续	p	32897	2	114
结束	s	33011	2	-1
	h	33238	0	0
开始	p	33693	1	113
持续	s	33806	1	1
持续	p	33806	2	114
结束	s	33920	2	1
	h	33920	0	0
	h	34147	0	0
	h	34375	1	0
	h	34602	1	0
	h	34829	2	0
	h	35056	2	0
	p	35284	3	227
	s	35738	3	-1
	s	36250	3	-1
开始	p	36420	0	114
持续	s	36534	0	1
持续	p	36534	1	113
结束	s	36647	1	1
	h	36875	3	0
开始	p	37329	2	114
持续	s	37443	2	-1
持续	p	37443	1	113
结束	s	37556	1	-1
	h	37784	3	0
开始	p	38238	0	114
持续	s	38352	0	1
持续	p	38352	1	113
结束	s	38465	1	1
开始	s	38693	3	-1
持续	p	38693	2	113
持续	s	38806	2	1
持续	p	38806	3	114
持续	s	38920	3	-1
持续	p	38920	2	114
持续	s	39034	2	1
持续	p	39034	3	113
持续	s	39147	3	-1
持续	p	39147	2	114
结束	s	39261	2	1
	h	39375	0	0
	h	39602	0	0
	h	39829	2	0
	h	40056	2	0
	h	40284	3	0
	h	40511	3	0
开始	s	40738	1	-1
结束	p	40738	0	227
	h	41193	2	0
	h	41420	2	0
	h	41647	3	0
	h	41875	3	0
	h	42102	0	0
	h	42329	0	0
开始	s	42556	1	1
结束	p	42556	2	228
	h	43011	3	0
	h	43238	3	0
	h	43465	1	0
	h	43693	1	0
	h	43920	2	0
	h	44147	2	0
	p	44375	2	227
	h	44829	1	0
	h	45056	1	0
	h	45284	3	0
	h	45511	3	0
	h	45738	0	0
	h	45965	0	0
	p	46193	0	227
	h	46647	2	0
	h	46875	2	0
	h	47102	1	0
	h	47329	1	0
	h	47556	3	0
	h	47784	3	0
	p	48011	3	227
	h	48465	0	0
	h	48693	0	0
	h	48920	3	0
	h	49147	3	0
	h	49261	2	0
	h	49375	1	0
	h	49602	1	0
	p	49829	1	227
	p	50284	0	397
	p	50284	3	397
	p	50738	1	227
	p	50738	2	227
	h	51079	0	0
	h	51079	3	0
	h	51193	1	0
	h	51193	2	0
	h	51420	0	0
	h	51420	3	0
	h	51647	0	0
	h	51647	3	0
	h	52102	3	0
	h	52329	3	0
	h	52556	2	0
	h	52784	2	0
	h	53011	1	0
	h	53238	1	0
	p	53465	0	228
开始	s	55056	3	-2
持续	p	55056	1	228
持续	s	55284	1	2
持续	p	55284	3	227
持续	s	55511	3	-2
持续	p	55511	1	227
持续	s	55738	1	-1
持续	p	55738	0	455
持续	s	56193	0	2
持续	p	56193	2	227
持续	s	56420	2	1
持续	p	56420	3	455
持续	s	56875	3	-1
持续	p	56875	2	227
持续	s	57102	2	-1
持续	p	57102	1	227
持续	s	57329	1	1
持续	p	57329	2	455
持续	s	57784	2	-1
结束	p	57784	1	227
	h	57556	3	0
	h	57784	3	0
	h	58011	2	0
	h	58238	0	0
	h	58465	0	0
	h	58693	1	0
	h	58920	3	0
	h	59147	2	0
	p	59375	0	227
	h	59375	3	0
	p	59602	1	227
	h	59602	3	0
	h	59829	2	0
	h	60056	1	0
	h	60284	1	0
	h	60511	0	0
	h	60738	2	0
	h	60965	3	0
	h	61193	0	0
	h	61420	0	0
	h	61647	1	0
	h	61875	2	0
	h	62102	2	0
开始	s	62329	0	2
持续	p	62329	2	228
持续	s	62557	2	-2
持续	p	62557	0	227
持续	s	62784	0	2
持续	p	62784	2	227
持续	s	63011	2	1
持续	p	63011	3	455
持续	s	63466	3	-2
持续	p	63466	1	227
持续	s	63693	1	-1
持续	p	63693	0	455
持续	s	64148	0	1
持续	p	64148	1	227
持续	s	64375	1	1
持续	p	64375	2	227
持续	s	64602	2	-1
持续	p	64602	1	455
持续	s	65057	1	1
结束	p	65057	2	227
	h	62329	3	0
	h	63693	2	0
	h	63920	2	0
	h	64147	3	0
	h	64829	0	0
	h	65056	0	0
	h	65284	1	0
	h	65511	0	0
	h	65511	3	0
	h	65738	0	0
	h	65738	3	0
	h	65965	1	0
	h	65965	2	0
	p	66193	1	227
	p	66193	2	227
	p	66647	0	1648
开始	s	68465	3	-1
结束	p	68465	2	455
开始	s	68920	0	1
结束	p	68920	1	455
	h	69375	3	0
	h	69602	3	0
	p	69829	3	227
	h	70284	1	0
	h	70511	1	0
	h	70738	2	0
	h	70965	2	0
	h	71193	0	0
	h	71420	0	0
	p	71647	3	228
	h	72102	1	0
	h	72329	1	0
	h	72556	2	0
	h	72784	2	0
	h	73011	0	0
	h	73238	0	0
	p	73465	3	228
	s	73920	2	1
	h	74147	0	0
	s	74375	2	1
	h	74602	0	0
	h	74829	2	0
	h	75056	2	0
	p	75284	2	227
开始	s	75738	0	1
结束	p	75738	1	455
开始	s	76193	3	-1
结束	p	76193	2	454
	h	76647	0	0
	h	76875	0	0
	p	77102	1	227
	h	77556	3	0
	h	77784	3	0
	h	78011	1	0
	h	78238	1	0
	h	78465	0	0
	h	78693	0	0
	p	78920	2	227
	h	79375	1	0
	h	79602	1	0
	h	79829	3	0
	h	80056	3	0
	h	80284	2	0
	h	80511	2	0
	p	80738	0	227
	s	81193	1	-1
	h	81420	3	0
	s	81647	1	-1
	h	81875	3	0
	h	82102	2	0
	h	82102	3	0
	h	82329	2	0
	h	82329	3	0
	p	82556	2	228
	p	82556	3	228
开始	s	83011	1	-1
结束	p	83011	0	454
开始	s	83465	2	1
结束	p	83465	3	455
	h	83920	1	0
	h	84147	1	0
	p	84375	2	227
	h	84829	1	0
	h	85056	1	0
	h	85284	0	0
	h	85511	0	0
	h	85738	2	0
	h	85965	2	0
	p	86193	3	227
	h	86647	2	0
	h	86875	2	0
	h	87102	0	0
	h	87329	0	0
	h	87556	3	0
	h	87784	3	0
	p	88011	1	227
	s	88465	2	1
	h	88693	0	0
	s	88920	2	1
	h	89147	0	0
	h	89375	2	0
	h	89602	2	0
	p	89829	2	227
开始	s	90284	2	1
结束	p	90284	3	454
开始	s	90738	1	-1
结束	p	90738	0	455
	h	91193	2	0
	h	91420	2	0
	p	91647	2	228
	h	92102	1	0
	h	92329	1	0
	h	92556	3	0
	h	92784	3	0
	h	93011	0	0
	h	93238	0	0
	p	93465	2	228
	h	93920	3	0
	h	94147	3	0
	h	94375	0	0
	h	94602	0	0
	h	94829	1	0
	h	95056	1	0
	p	95284	2	227
	s	95738	2	1
	h	95965	0	0
	s	96193	2	1
	h	96420	0	0
	s	96647	1	-1
	s	96875	2	1
	s	97102	1	-1
	h	97556	0	0
	h	97556	3	0
	h	97784	0	0
	h	97784	3	0
	h	98238	3	0
	h	98352	2	0
	h	98465	1	0
	h	98693	0	0
	h	99147	0	0
	h	99261	1	0
	h	99375	2	0
	h	99602	3	0
	h	100056	3	0
	h	100170	2	0
	h	100284	1	0
	h	100511	0	0
	h	100625	1	0
	h	100738	0	0
	h	100852	1	0
	h	100965	0	0
	h	101079	1	0
	h	101193	2	0
	h	101193	3	0
	h	101420	2	0
	h	101420	3	0
	h	101875	0	0
	h	101988	1	0
	h	102102	2	0
	h	102329	3	0
	h	102784	0	0
	h	102784	3	0
	h	102897	1	0
	h	102897	2	0
	h	103011	0	0
	h	103011	3	0
	h	103465	0	0
	h	103465	1	0
	h	103465	2	0
	h	103465	3	0
	h	103920	0	0
	h	103920	1	0
	h	103920	2	0
	h	103920	3	0
	h	104375	0	0
	h	104375	1	0
	h	104375	2	0
	h	104375	3	0
	h	104829	0	0
	h	104829	1	0
	h	104943	0	0
	h	104943	1	0
	h	105056	0	0
	h	105056	1	0
	h	105170	0	0
	h	105170	1	0
	h	105284	2	0
	h	105284	3	0
	h	105397	2	0
	h	105397	3	0
	h	105511	2	0
	h	105511	3	0
	h	105625	2	0
	h	105625	3	0
	p	105738	1	227
开始	s	106193	2	1
结束	p	106193	3	397
	h	106647	0	0
	h	106761	2	0
	h	106875	1	0
	h	106988	3	0
	h	107102	0	0
	h	107215	2	0
	h	107329	1	0
	h	107443	3	0
	h	107556	0	0
	h	107670	2	0
	h	107784	1	0
	h	107897	3	0
	p	108011	0	227
	h	108465	3	0
	h	108579	1	0
	h	108693	2	0
	h	108806	0	0
	h	108920	3	0
	h	109034	1	0
	h	109147	2	0
	h	109261	0	0
	h	109375	3	0
	h	109488	1	0
	h	109602	2	0
	h	109715	0	0
	p	109829	3	227
	h	110284	2	0
	h	110397	0	0
	h	110511	3	0
	h	110625	1	0
	h	110738	2	0
	h	110852	0	0
	h	110965	3	0
	h	111079	1	0
	h	111193	2	0
	h	111306	0	0
	h	111420	3	0
	h	111534	1	0
	p	111647	2	228
	h	112102	1	0
	h	112215	3	0
	h	112329	0	0
	h	112443	2	0
	h	112556	1	0
	h	112670	3	0
	h	112784	0	0
	h	112897	2	0
	h	113011	1	0
	h	113125	3	0
	h	113238	0	0
	h	113352	2	0
	p	113465	1	228
	h	113920	0	0
	h	114034	1	0
	h	114147	2	0
	h	114261	3	0
	h	114375	0	0
	h	114488	1	0
	h	114602	2	0
	h	114715	3	0
	h	114829	0	0
	h	114943	1	0
	h	115056	2	0
	h	115170	3	0
	p	115284	0	227
	h	115738	3	0
	h	115852	2	0
	h	115965	1	0
	h	116079	0	0
	h	116193	3	0
	h	116306	2	0
	h	116420	1	0
	h	116534	0	0
	h	116647	3	0
	h	116761	2	0
	h	116875	1	0
	h	116988	0	0
	p	117102	3	227
开始	s	117556	1	-1
持续	p	117556	0	455
结束	s	118011	0	1
开始	s	118238	2	1
持续	p	118238	3	227
结束	s	118465	3	-1
	h	118693	0	0
	h	118693	1	0
	h	118920	0	0
	h	118920	1	0
	h	119375	0	0
开始	p	119375	3	909
持续	s	120284	3	-2
持续	p	120284	1	227
持续	s	120511	1	2
持续	p	120511	3	227
持续	s	120738	3	-2
结束	p	120738	1	227
	h	119602	0	0
	h	119829	0	0
	h	120056	0	0
	h	120284	0	0
	h	120511	0	0
	p	120738	0	227
	p	122329	3	171
	p	122556	2	171
	p	122784	3	171
	p	123011	2	398
	p	123465	3	171
	p	123693	2	397
	p	124147	3	171
	p	124375	2	171
	p	124602	3	171
	h	124829	0	0
	p	124829	2	171
	h	125056	0	0
	p	125056	3	171
	h	125284	1	0
	h	125511	0	0
	p	125511	2	454
	h	125738	0	0
	h	125965	1	0
	h	126193	0	0
	h	126420	1	0
	h	126647	0	0
	p	126647	3	171
	h	126875	0	0
	p	126875	2	171
	h	127102	1	0
	h	127329	0	0
	p	127329	3	455
	h	127556	0	0
	h	127784	1	0
	h	128011	0	0
	p	128011	3	227
	h	128238	1	0
	h	128465	3	0
	h	128693	3	0
	h	128920	2	0
	h	128920	3	0
	h	129147	3	0
	h	129375	3	0
	p	129602	1	171
	h	129602	2	0
	h	129602	3	0
	p	129829	0	171
	h	129829	3	0
	p	130056	1	171
	h	130056	2	0
	h	130056	3	0
	p	130284	0	397
	h	130284	3	0
	h	130511	3	0
	p	130738	1	171
	h	130738	2	0
	h	130738	3	0
	p	130965	0	398
	h	130965	3	0
	h	131193	3	0
	p	131420	1	171
	h	131420	2	0
	h	131420	3	0
	p	131647	0	171
	h	131647	3	0
	p	131875	1	171
	h	131875	2	0
	h	131875	3	0
	p	132102	0	171
	h	132102	2	0
	h	132102	3	0
	h	132329	2	0
	h	132329	3	0
	p	132556	0	171
	h	132556	2	0
	h	132556	3	0
	p	132784	1	454
	h	132784	2	0
	h	132784	3	0
	h	133011	2	0
	h	133011	3	0
	h	133238	2	0
	h	133238	3	0
	p	133465	2	228
	p	133465	3	228
开始	s	133920	1	-1
结束	p	133920	0	1648
	h	134829	3	0
	h	135056	3	0
	h	135284	3	0
	h	135511	3	0
	h	135738	1	0
开始	s	135738	2	1
结束	p	135738	3	284
	h	135965	0	0
	h	136193	1	0
开始	s	136193	2	1
结束	p	136193	3	284
	h	136420	0	0
	h	136647	1	0
	h	136647	2	0
	h	136875	0	0
	h	136875	2	0
	h	137102	1	0
	p	137102	2	227
	h	137329	0	0
	h	137556	1	0
	h	137556	3	0
	h	137784	0	0
	h	137784	3	0
	h	138011	1	0
	h	138011	3	0
	h	138238	0	0
	h	138238	3	0
	h	138465	1	0
	h	138465	2	0
	h	138693	0	0
	h	138693	2	0
	h	138920	1	0
	p	138920	2	227
	h	139147	0	0
	h	139375	1	0
	h	139375	3	0
	h	139602	0	0
	h	139602	3	0
	h	139829	1	0
	h	139829	3	0
	h	140056	0	0
	h	140056	3	0
	h	140284	1	0
	h	140284	2	0
	h	140511	0	0
	h	140511	2	0
	h	140738	1	0
	p	140738	2	227
	h	140965	0	0
	h	141193	1	0
	h	141193	3	0
	h	141420	0	0
	s	141420	2	1
	h	141647	1	0
	h	141647	3	0
	h	141875	0	0
	s	141875	2	1
	h	142102	1	0
	h	142102	3	0
	h	142329	0	0
	h	142329	3	0
	h	142556	1	0
	p	142556	3	228
	h	142784	0	0
开始	s	143011	1	-1
结束	p	143011	0	284
	h	143011	2	0
	h	143238	3	0
开始	s	143465	1	-1
结束	p	143465	0	284
	h	143465	2	0
	h	143693	3	0
	h	143920	1	0
	h	143920	2	0
	h	144147	1	0
	h	144147	3	0
	p	144375	1	227
	h	144375	2	0
	h	144602	3	0
	h	144829	0	0
	h	144829	2	0
	h	145056	0	0
	h	145056	3	0
	h	145284	0	0
	h	145284	2	0
	h	145511	0	0
	h	145511	3	0
	h	145738	1	0
	h	145738	2	0
	h	145965	1	0
	h	145965	3	0
	p	146193	1	227
	h	146193	2	0
	h	146420	3	0
	h	146647	0	0
	h	146647	2	0
	h	146875	0	0
	h	146875	3	0
	h	147102	0	0
	h	147102	2	0
	h	147329	0	0
	h	147329	3	0
	h	147556	1	0
	h	147556	2	0
	h	147784	1	0
	h	147784	3	0
	p	148011	1	227
	h	148011	2	0
	h	148238	3	0
	h	148465	0	0
	h	148465	2	0
	s	148693	1	-1
	h	148693	3	0
	h	148920	0	0
	h	148920	2	0
	s	149147	1	-1
	h	149147	3	0
	h	149375	0	0
	h	149375	2	0
	h	149602	0	0
	h	149602	3	0
	p	149829	0	227
	h	149829	2	0
	h	150056	3	0
	h	150284	1	0
开始	s	150284	3	-1
结束	p	150284	2	284
	h	150511	0	0
	h	150738	1	0
开始	s	150738	3	-1
结束	p	150738	2	284
	h	150965	0	0
	h	151193	1	0
	h	151193	3	0
	h	151420	0	0
	h	151420	3	0
	h	151647	1	0
	p	151647	3	228
	h	151875	0	0
	h	152102	1	0
	h	152102	2	0
	h	152329	0	0
	h	152329	2	0
	h	152556	1	0
	h	152556	2	0
	h	152784	0	0
	h	152784	2	0
	h	153011	1	0
	h	153011	3	0
	h	153238	0	0
	h	153238	3	0
	h	153465	1	0
	p	153465	3	228
	h	153693	0	0
	h	153920	1	0
	h	153920	2	0
	h	154147	0	0
	h	154147	2	0
	h	154375	1	0
	h	154375	2	0
	h	154602	0	0
	h	154602	2	0
	h	154829	1	0
	h	154829	3	0
	h	155056	0	0
	h	155056	3	0
	h	155284	1	0
	p	155284	3	227
	h	155511	0	0
	h	155738	1	0
	h	155738	2	0
	h	155965	0	0
	s	155965	3	-1
	h	156193	1	0
	h	156193	2	0
	h	156420	0	0
	s	156420	3	-1
	h	156647	1	0
	h	156647	2	0
	h	156875	0	0
	h	156875	2	0
	h	157102	1	0
	p	157102	2	227
	h	157329	0	0
开始	s	157556	0	1
结束	p	157556	1	284
	h	157556	3	0
	h	157784	2	0
开始	s	158011	0	1
结束	p	158011	1	284
	h	158011	3	0
	h	158238	2	0
	h	158465	0	0
	h	158465	3	0
	h	158693	0	0
	h	158693	2	0
	p	158920	0	227
	h	158920	3	0
	h	159147	2	0
	h	159375	1	0
	h	159375	3	0
	h	159602	1	0
	h	159602	2	0
	h	159829	1	0
	h	159829	3	0
	h	160056	1	0
	h	160056	2	0
	h	160284	0	0
	h	160284	3	0
	h	160511	0	0
	h	160511	2	0
	p	160738	0	227
	h	160738	3	0
	h	160965	2	0
	h	161193	1	0
	h	161193	3	0
	h	161420	1	0
	h	161420	2	0
	h	161647	1	0
	h	161647	3	0
	h	161875	1	0
	h	161875	2	0
	h	162102	0	0
	h	162102	3	0
	h	162329	0	0
	h	162329	2	0
	p	162556	0	228
	h	162556	3	0
	h	162784	2	0
	h	163011	1	0
	h	163011	3	0
	s	163238	0	1
	h	163238	2	0
	h	163465	1	0
	h	163465	3	0
	s	163693	0	1
	h	163693	2	0
	h	163920	1	0
	h	163920	3	0
	h	164147	1	0
	h	164147	2	0
	p	164375	1	227
	h	164375	3	0
	h	164602	2	0
	h	164715	3	0
	h	164829	2	0
	p	164943	1	227
	h	165284	0	0
	h	165397	2	0
	h	165511	1	0
	h	165625	3	0
	p	165738	1	227
	h	165965	2	0
	h	166079	3	0
	h	166193	0	0
	h	166306	0	0
	p	166420	1	227
	h	166647	3	0
	h	166761	3	0
	h	166875	2	0
	h	166988	2	0
	h	167102	2	0
	h	167329	0	0
	h	167443	0	0
	p	167556	1	228
	p	167784	2	227
	p	168011	3	227
	h	168125	1	0
	h	168238	1	0
	p	168352	0	227
	h	168579	2	0
	h	168693	3	0
	p	168920	1	227
	h	169147	2	0
	h	169261	3	0
	p	169375	1	227
	h	169602	2	0
	h	169715	0	0
	h	169829	2	0
	h	169943	2	0
	h	170056	2	0
	h	170170	0	0
	h	170170	2	0
	h	170284	0	0
	h	170397	1	0
	h	170511	1	0
	s	170625	1	-1
	h	170965	2	0
	h	171079	2	0
	s	171193	2	1
	h	171420	1	0
	h	171534	0	0
	h	171647	1	0
	h	171875	3	0
	h	171988	2	0
开始	s	172102	1	-1
持续	p	172102	0	227
持续	s	172329	0	1
结束	p	172329	1	114
	h	172556	3	0
	h	172670	3	0
	h	172784	3	0
	h	172897	3	0
开始	s	173011	2	1
持续	p	173011	3	227
持续	s	173238	3	-1
结束	p	173238	2	114
	h	173465	1	0
	h	173579	1	0
	h	173693	1	0
	h	173806	1	0
	h	173920	3	0
	h	174034	3	0
	h	174147	0	0
	h	174261	0	0
	h	174375	0	0
	h	174488	0	0
	h	174602	2	0
	h	174715	2	0
	h	174829	2	0
	h	174943	2	0
	h	175056	1	0
	h	175170	1	0
	p	175284	1	227
	h	175738	3	0
	h	175852	3	0
开始	s	175965	0	1
持续	p	175965	1	114
持续	s	176079	1	-1
持续	p	176079	0	114
结束	s	176193	0	1
开始	s	176420	2	1
持续	p	176420	3	114
持续	s	176534	3	-1
持续	p	176534	2	114
结束	s	176648	2	1
开始	s	176875	1	-1
持续	p	176875	0	114
持续	s	176989	0	1
持续	p	176989	1	114
持续	s	177103	1	-1
结束	p	177103	0	227
	h	177556	2	0
	h	177556	3	0
	h	177784	2	0
	h	177784	3	0
	h	178011	0	0
	h	178011	1	0
	h	178238	0	0
	h	178238	1	0
	h	178465	2	0
	h	178465	3	0
	h	178693	2	0
	h	178693	3	0
	p	178920	2	227
	p	178920	3	227
	p	179375	0	1590
	p	179375	1	1590
	h	181193	1	0
开始	s	181193	3	-1
结束	p	181193	2	284
	h	181420	0	0
	h	181647	1	0
开始	s	181647	3	-1
结束	p	181647	2	284
	h	181875	0	0
	h	182102	1	0
	h	182102	3	0
	h	182329	0	0
	h	182329	3	0
	h	182556	1	0
	p	182556	3	228
	h	182784	0	0
	h	183011	1	0
	h	183011	2	0
	h	183238	0	0
	h	183238	2	0
	h	183465	1	0
	h	183465	2	0
	h	183693	0	0
	h	183693	2	0
	h	183920	1	0
	h	183920	3	0
	h	184147	0	0
	h	184147	3	0
	h	184375	1	0
	p	184375	3	227
	h	184602	0	0
	h	184829	1	0
	h	184829	2	0
	h	185056	0	0
	h	185056	2	0
	h	185284	1	0
	h	185284	2	0
	h	185511	0	0
	h	185511	2	0
	h	185738	1	0
	h	185738	3	0
	h	185965	0	0
	h	185965	3	0
	h	186193	1	0
	p	186193	3	227
	h	186420	0	0
	h	186647	1	0
	h	186647	3	0
	h	186875	0	0
	s	186875	2	1
	h	187102	1	0
	h	187102	3	0
	h	187329	0	0
	s	187329	2	1
	h	187556	1	0
	h	187556	3	0
	h	187784	0	0
	h	187784	3	0
	h	188011	1	0
	p	188011	3	227
	h	188238	0	0
开始	s	188465	1	-1
结束	p	188465	0	285
	h	188465	2	0
	h	188693	3	0
开始	s	188920	1	-1
结束	p	188920	0	284
	h	188920	2	0
	h	189147	3	0
	h	189375	1	0
	h	189375	2	0
	h	189602	1	0
	h	189602	3	0
	p	189829	1	227
	h	189829	2	0
	h	190056	3	0
	h	190284	0	0
	h	190284	2	0
	h	190511	0	0
	h	190511	3	0
	h	190738	0	0
	h	190738	2	0
	h	190965	0	0
	h	190965	3	0
	h	191193	1	0
	h	191193	2	0
	h	191420	1	0
	h	191420	3	0
	p	191647	1	228
	h	191647	2	0
	h	191875	3	0
	h	192102	0	0
	h	192102	2	0
	h	192329	0	0
	h	192329	3	0
	h	192556	0	0
	h	192556	2	0
	h	192784	0	0
	h	192784	3	0
	h	193011	1	0
	h	193011	2	0
	h	193238	1	0
	h	193238	3	0
	p	193465	1	228
	h	193465	2	0
	h	193693	3	0
	h	193920	0	0
	h	193920	2	0
	s	194147	1	-1
	h	194147	3	0
	h	194375	0	0
	h	194375	2	0
	s	194602	1	-1
	h	194602	2	0
	h	194829	0	0
	h	194829	3	0
	h	195056	0	0
	h	195056	2	0
	p	195284	0	227
	h	195284	3	0
	h	195511	2	0
开始	s	195738	2	1
结束	p	195738	3	284
	h	196193	1	0
开始	s	196193	2	1
结束	p	196193	3	284
	h	196420	0	0
	h	196647	1	0
	h	196647	2	0
	h	196875	0	0
	h	196875	2	0
	h	197102	1	0
	p	197102	2	227
	h	197329	0	0
	h	197556	1	0
	h	197556	3	0
	h	197784	0	0
	h	197784	3	0
	h	198011	1	0
	h	198011	3	0
	h	198238	0	0
	h	198238	3	0
	h	198465	1	0
	h	198465	2	0
	h	198693	0	0
	h	198693	2	0
	h	198920	1	0
	p	198920	2	227
	h	199147	0	0
	h	199375	1	0
	h	199375	3	0
	h	199602	0	0
	h	199602	3	0
	h	199829	1	0
	h	199829	3	0
	h	200056	0	0
	h	200056	3	0
 
	h	200284	1	0
	h	200284	2	0
	h	200511	0	0
	h	200511	2	0
	h	200738	1	0
	p	200738	2	227
	h	200965	0	0
	h	201193	1	0
	h	201193	3	0
	h	201420	0	0
	s	201420	2	1
	h	201647	1	0
	h	201647	3	0
	h	201875	0	0
	s	201875	2	1
	h	202102	1	0
	h	202102	3	0
	h	202329	0	0
	h	202329	3	0
	h	202556	1	0
	p	202556	3	228
	h	202784	0	0
开始	s	203011	1	-1
结束	p	203011	0	284
开始	s	203465	1	-1
结束	p	203465	0	285
	h	203465	2	0
	h	203693	3	0
	h	203920	1	0
	h	203920	2	0
	h	204147	1	0
	h	204147	3	0
	p	204375	1	227
	h	204375	2	0
	h	204602	3	0
	h	204829	0	0
	h	204829	2	0
	h	205056	0	0
	h	205056	3	0
	h	205284	0	0
	h	205284	2	0
	h	205511	0	0
	h	205511	3	0
	h	205738	1	0
	h	205738	2	0
	h	205965	1	0
	h	205965	3	0
	p	206193	1	227
	h	206193	2	0
	h	206420	3	0
	h	206647	0	0
	h	206647	2	0
	h	206875	0	0
	h	206875	3	0
	h	207102	0	0
	h	207102	2	0
	h	207329	0	0
	h	207329	3	0
	h	207556	1	0
	h	207556	2	0
	h	207784	1	0
	h	207784	3	0
	p	208011	1	227
	h	208011	2	0
	h	208238	3	0
	h	208465	0	0
	h	208465	2	0
	s	208693	1	-1
